product_id,description,sales_history,demand_target,image_path
P89637,Formal Black Polyester Shorts,"[91.57666986224001, 139.85906636098528, 131.17902197459668, 136.28832003243582, 141.96319198182044, 127.33147347213088, 122.1344951936769, 118.31300537686396, 93.66834376371717, 99.04385739216102, 122.33908429760143, 102.4888906247039, 90.1816848801968, 115.11987388274243, 96.31945996366626, 139.32575387477, 155.7406549917443, 146.0161621546169, 134.34589298474577, 134.41170813754886, 138.79963880160483, 135.85506841547058, 110.1290406718284, 91.63408780406395, 110.83855575795894, 97.80397406272832, 87.48581768818046, 105.28323880571207, 92.4573864184301, 126.12649064447375]",117.8,public/images/learning_set\floral_summer_dress.png
P21776,Vintage Pink Denim Jacket,"[461.34468504276964, 486.34973660216707, 476.49573190239005, 506.622047828975, 494.8167825101883, 499.9151608165718, 484.0209620284346, 484.7192105096828, 469.35425158659245, 452.58550195140225, 426.1059101171782, 440.43894280763936, 454.1369426731023, 450.0139451826569, 474.91127582878806, 478.6821768919723, 503.7103953813039, 503.13551682722505, 513.6882978353594, 512.2014420023935, 494.00213425363927, 482.2828483279502, 485.4393317492101, 470.5666488833415, 456.9278392269681, 430.88585927913084, 426.20098204816435, 446.9345720490986, 462.9757117046707, 484.2290024785828]",568.55,public/images/learning_set\blue_denim_jeans.png
P22574,Vintage Green Denim Shorts,"[133.5975214293029, 140.1727546106754, 150.9333394775929, 154.78043805802258, 151.6190612184494, 152.86065158373623, 146.738807356069, 152.78384403525445, 134.02055333255498, 126.23286423970012, 132.48692496945307, 127.0321766107975, 123.83515668174938, 130.46780564404398, 119.86515353208868, 156.72047334707344, 125.32345853684419, 170.79569674219448, 180.0750992514319, 151.8095301637523, 140.89182455711565, 151.59793893826762, 136.53440314550633, 124.87479790430972, 131.9343213516423, 109.14083413653583, 127.14312040415552, 121.80948591755666, 137.8034129240407, 124.71879464730391]",166.74,public/images/learning_set\blue_denim_jeans.png
P44265,Casual Yellow Cotton Jacket,"[56.999725395096924, 71.57011344045621, 85.1672187214813, 66.23582059837966, 65.30544722674081, 72.59543847529633, 86.8697026359814, 70.8427228372544, 66.98934197102581, 52.9610366377143, 40.53611441258431, 53.24373460022616, 50.438098818078636, 50.67442659095908, 58.59480467496834, 56.56258900863907, 81.80530337293195, 78.93821431987243, 85.46500726467782, 70.82945409151729, 68.84914292332888, 86.47800059725256, 64.9988338671584, 67.09917323917243, 70.12912788718313, 39.191384816243485, 47.970928356367445, 64.9468026706601, 49.07959791909798, 50.00772031797783]",57.94,public/images/learning_set\floral_summer_dress.png
P51510,Formal White Denim Sweater,"[247.63118511729246, 251.8799846323957, 267.38890669844045, 277.8175472042863, 280.6495441102432, 283.171462178953, 268.04112505140034, 252.75247738914, 236.77199343844055, 245.06628398870924, 243.6081407628633, 231.20883534686462, 254.76540603006072, 242.83255687263747, 248.6523719625748, 259.8614550981779, 260.6943868117388, 277.38557829093816, 267.3778808163305, 251.4226085671948, 277.8963324621494, 265.9702909210148, 243.33063912330343, 254.29417937147457, 237.2025966996277, 243.08647125277096, 225.094159129224, 233.3150279244628, 251.13964835067586, 253.21522202526856]",279.9,public/images/learning_set\blue_denim_jeans.png
P10673,Modern White Polyester Sweater,"[437.7452128844043, 468.8977088880673, 462.32521393153206, 472.11027604786483, 491.5882469551031, 481.56880764983845, 467.75342536859193, 448.17569907115274, 425.6357970240655, 415.8540149605579, 396.1097424686004, 398.75659378709724, 403.2785115179226, 405.2385638937993, 432.0030958081487, 446.5319546753058, 473.1057001539679, 492.3600943990256, 488.7891059939799, 502.90102062223974, 474.796304830175, 454.9117625189604, 428.91592291672725, 438.95949735862484, 421.88662354645146, 403.9975234735763, 391.82824165003564, 404.1220096590918, 397.52032892300963, 445.6603536423232]",442.44,public/images/learning_set\red_leather_jacket.png
P15718,Oversized Yellow Denim Jeans,"[133.63380598665256, 134.15637532674498, 128.75614636450328, 127.94403145674245, 124.09862751257216, 124.68955291931388, 122.99120170401943, 127.15055654082663, 124.99603836626055, 116.21068520825493, 113.32573367626208, 108.01239450038918, 114.59705287021059, 132.55333767169088, 114.30550516908855, 122.9460286514058, 132.21614991566207, 137.76696004352436, 134.14472181870272, 149.48261965370295, 123.08076966305423, 147.2366342681622, 135.1197307861463, 120.84974136787493, 131.9874862670606, 116.05449947225208, 129.0796754226973, 107.80695539664202, 137.43803855713472, 126.21344539675022]",113.97,public/images/learning_set\blue_denim_jeans.png
P36807,Modern Grey Denim Jeans,"[261.19511536961085, 275.4359668766174, 295.65029732071946, 279.7596383872315, 288.0334424575097, 271.51923622480183, 268.4771101252493, 263.8396373830215, 246.46516741896988, 243.59743569153068, 219.532083533211, 229.96383437885376, 241.21706468119868, 228.01415754401287, 251.59516808645765, 256.5351994955756, 271.75222289716237, 311.4499852451435, 326.90702010439253, 301.1760811539519, 293.2798180864665, 271.5390446226132, 263.39184837365514, 241.21704210918907, 239.31707985025085, 232.97362820600097, 247.09592734082247, 228.32895704098942, 242.8366633900124, 250.86967705421242]",235.29,public/images/learning_set\floral_summer_dress.png
P74419,Vintage Black Silk Sweater,"[283.13778547106705, 279.37313480064086, 302.0646449602543, 301.7986227355001, 300.3925080457116, 306.38141044625877, 295.37729882971536, 291.2993289537766, 262.612524242499, 284.82598308399827, 280.3029477287499, 272.24468499129677, 273.5576978206344, 285.2466770818988, 276.24863121786865, 292.4523285656947, 266.94532916953324, 309.50184731804757, 313.86456493334043, 304.7811650792941, 314.1969441163647, 281.5036283631581, 277.54587642411644, 269.28681817506134, 268.7642895677055, 291.50311431741784, 268.9939539399481, 283.5186177919111, 288.15115649180325, 289.9713004325713]",344.63,public/images/learning_set\floral_summer_dress.png
P39405,Oversized Black Denim Jacket,"[366.9369820928056, 365.9232951208824, 377.99113132208777, 378.7245464052537, 384.02915884894355, 388.4659881684953, 381.20656060074595, 390.4378165265768, 376.8900312858385, 369.23621082518366, 343.68876351450217, 348.9697661572425, 354.16936158438676, 365.0898759301508, 368.13194084344644, 366.1146107545921, 371.1784802188592, 394.5650096580242, 363.8839490051303, 366.10103597730443, 368.72022709847033, 376.5983075331218, 360.12893459834396, 361.1099272536234, 353.50717232299553, 347.86819433351116, 362.789496801687, 357.7842331598754, 358.28068718986964, 355.2758106478903]",404.21,public/images/learning_set\blue_denim_jeans.png
P71290,Casual Green Silk Jeans,"[299.44619470622905, 321.4257735682428, 311.23279747462783, 314.83753342209684, 329.257885820296, 327.7167127725583, 304.36793432178007, 309.0371851832225, 316.1379108000878, 298.9043763189657, 288.7061640173385, 271.5313039407428, 290.125566131533, 275.5505937651879, 307.89743632495754, 304.6847450551502, 335.35082876669054, 331.58375670969633, 319.7032518107511, 337.15086825905087, 328.5675833982796, 316.0078697697021, 291.8285271272732, 288.1518128440769, 286.23993850851485, 280.34232460371277, 294.59421967837716, 278.6376455659618, 297.7620411699873, 305.8281356847732]",305.42,public/images/learning_set\blue_denim_jeans.png
P22922,Casual White Cotton Summer Dress,"[110.10611612666472, 126.681281419601, 135.7524044125574, 150.610613502098, 149.37482440869806, 140.15121609179857, 125.70475675395771, 133.6512016995668, 120.44793508077468, 136.86931971904585, 100.62361331799676, 105.88421673560006, 118.57649449025246, 128.95741740325892, 134.57690535097083, 136.9225510510248, 124.86782038295082, 134.66950101526368, 145.803288448655, 129.03582153425103, 136.76424140463274, 129.61558907718572, 108.29020714752932, 115.82856779882084, 106.62403243758324, 93.05640728500389, 114.31446227184793, 102.01644399353067, 108.21466884357841, 145.63403780315426]",124.99,public/images/learning_set\floral_summer_dress.png
P74201,Modern Yellow Polyester Skirt,"[499.7334565601359, 499.7599785184728, 488.39833696250355, 527.4698460338584, 532.3876915206854, 530.70436885592, 497.9930375989734, 499.6469135648172, 502.5272674770239, 487.78833648390616, 489.7544383984865, 476.21261663116195, 474.64581871917306, 485.46917145384174, 461.8425909134365, 507.3645123788469, 528.3539729119904, 527.3732363757721, 532.4815603967184, 514.5722094573899, 512.1709879568724, 511.66688453744814, 511.79406119177446, 475.35036443179973, 475.0559590945945, 463.5816066315269, 486.3679956217665, 498.9994742142892, 485.9351753792533, 488.53304161179216]",549.04,public/images/learning_set\blue_denim_jeans.png
P13859,Formal Red Linen Jeans,"[105.41375837756279, 111.83031392058467, 136.5701589842091, 124.87157366538585, 152.3934638149629, 127.05503623110233, 117.35677840654387, 128.44950681897524, 100.61225138676768, 73.52659134888977, 54.47097896657233, 65.04471044155719, 51.34698325641345, 68.30893418485294, 107.26999964130157, 100.93981765062324, 105.39417330226524, 137.73469198159623, 140.7831835611375, 152.17074078892517, 122.47497111563212, 105.0028987899984, 109.61550340159592, 75.44726372796265, 54.524778826253524, 51.699974040265076, 78.06331434812103, 62.80906981222572, 72.67783664372405, 117.66666218437989]",100.38,public/images/learning_set\blue_denim_jeans.png
P27099,Modern Red Cotton Sweater,"[492.42472414916176, 541.6151315704855, 547.5162165955921, 535.528972105117, 537.0595441211282, 544.033491354032, 532.7302570788485, 492.3096591808314, 474.602891715039, 476.3533508691134, 455.67768601008447, 470.7741456223464, 458.21179757255055, 468.3802583043363, 462.17752660187193, 532.9915392944323, 526.9017908133821, 543.9898384909611, 568.6868816999095, 562.6851983947173, 547.8540240882801, 510.5671701151554, 503.1541664914943, 474.60321139702774, 447.77036255181235, 448.8909209722657, 446.8598390735347, 481.31344865926775, 466.59327637986104, 498.4445253219388]",501.69,public/images/learning_set\red_leather_jacket.png
P95204,Formal Black Polyester Jacket,"[119.14994162006741, 125.7816765915149, 132.5808649880502, 166.06789122961277, 140.52347495365885, 138.55058150986903, 128.90071291582893, 105.06186886258034, 92.25821141085933, 75.16616867272532, 42.399292149196214, 49.497166832027226, 49.942920265094884, 80.75862543105116, 103.51471175900231, 118.23190797353571, 122.21263215998837, 155.7116345796701, 130.04341379506351, 144.8711668470642, 117.01796461348518, 115.24711521846707, 80.66031287736311, 89.92074182227628, 85.10371158434087, 61.244602901118604, 26.85133290017746, 70.41393912766603, 83.47879312990275, 100.78083720747999]",91.56,public/images/learning_set\floral_summer_dress.png
P66953,Casual Grey Silk Jeans,"[67.00899119734306, 114.20314871197937, 111.83692502440881, 106.92150952623572, 98.99803785258743, 110.35753182392823, 78.34450037304516, 103.89614148183811, 68.2910922805697, 79.74469294497308, 63.743794616897866, 63.71857191346881, 63.511710250872504, 96.10191278558139, 94.80606619983871, 94.25698760123922, 101.41347284725065, 100.91425852645412, 109.30261379673004, 95.77641404523895, 92.76917956683435, 94.79752606400197, 91.85735800660102, 80.48947388806656, 76.13862583501911, 83.39489790362632, 78.82948786572318, 54.77195336198049, 77.89753415168869, 92.76739024952965]",79.41,public/images/learning_set\floral_summer_dress.png
P12381,Modern Red Cotton Shorts,"[491.2147279715123, 503.28965102536864, 496.8203445790187, 525.16182365457, 509.72590835727203, 506.50371427557525, 515.0129067561023, 514.2137043074493, 495.9519169774011, 491.56302840381704, 480.7648033545789, 492.0705342484289, 489.2422411428616, 492.228518822207, 487.76905289637, 509.54354283732755, 518.5264704053596, 514.6593879869318, 494.06675550052967, 504.12765056577643, 518.2193283530507, 491.12467496622617, 493.03747992902345, 510.0550630797275, 497.67012586093267, 471.53158493804193, 487.57019327323655, 482.68787954257357, 510.93728963033345, 507.8775006198683]",450.1,public/images/learning_set\blue_denim_jeans.png
P72196,Modern Yellow Silk Sweater,"[237.61202970620087, 231.2172955318877, 262.6507294651471, 272.63228185373845, 262.381317618525, 277.4008918115084, 253.97368757882222, 247.51293679473224, 200.5804475511517, 205.09082884843232, 190.94951474365394, 193.08505656341202, 183.23170879415423, 197.78447382119418, 225.500709664866, 235.11069373909498, 265.1022693310111, 270.33152820008365, 281.21400761209645, 273.765337177388, 259.1729996989588, 263.56230849586666, 213.67895604194905, 209.1806627066185, 198.05979333831982, 181.94847515975943, 185.43990587123537, 185.01445224412993, 232.86658572643339, 221.8690161929257]",207.54,public/images/learning_set\red_leather_jacket.png
P51811,Formal Blue Denim Jacket,"[346.60651351254165, 370.65961786167003, 383.0829014773939, 389.4245748953775, 385.8836378418245, 378.90810429334016, 374.3648604648752, 356.3971934922812, 336.137153912501, 322.2283501302258, 310.6785297974687, 313.2002170095353, 319.99441887821, 317.2769589482781, 328.8818233445871, 349.3614583906146, 390.0347084239708, 390.0654285079431, 383.01627401934593, 386.67339458218385, 383.9379660857071, 373.528543716642, 355.8829668554462, 345.66877958974675, 319.9782057257995, 318.17436650588905, 319.69405187665694, 313.78151600483847, 341.31028005250664, 355.2038281249914]",387.2,public/images/learning_set\floral_summer_dress.png
P85339,Formal Red Wool Shorts,"[58.82755519871986, 76.04937408090655, 95.37451569763456, 80.14066337597659, 99.02750184129833, 81.07222303464489, 68.6063593067825, 55.24422495393546, 53.22519621885948, 17.39736680380411, 10.673099198903115, 28.004543288738745, 22.910369239638136, 31.345085339229037, 56.943183629424624, 79.6389843014899, 108.31153824047054, 94.00448703967936, 114.84735731584496, 98.43894435039809, 81.27699906767351, 78.66227339034704, 57.91270039135654, 21.051762421956486, 33.27352362610592, 26.768879673629222, 14.764821222328028, 26.99928446727705, 31.69398519699086, 51.17295542686887]",70.15,public/images/learning_set\floral_summer_dress.png
P13087,Oversized Yellow Silk Sweater,"[74.61297977617858, 100.9860650559233, 111.87317731158659, 118.58507548933416, 126.43034360722078, 125.45381050821015, 101.40152628027285, 69.18316429738775, 69.33549397341545, 38.55699857937255, 41.77695053871263, 35.01136128274617, 37.00751768542509, 51.86679934886667, 72.37348822131725, 100.59853432446994, 94.04445148991769, 95.55098490533013, 98.0653260696459, 118.53741827686312, 87.36734412252476, 84.19923873626225, 80.47990784387427, 61.90060929263201, 35.72140403657468, 44.42435290313725, 32.92920234461001, 28.156846537263803, 51.21557186689372, 77.46566442446155]",90.6,public/images/learning_set\floral_summer_dress.png
P79529,Modern Pink Silk Jeans,"[85.20754570852915, 48.04772388484852, 81.103906277034, 98.89061584314342, 97.43863564127675, 95.85224358426187, 86.52597418065865, 78.53071932218641, 49.18702088522504, 41.724861040852204, 22.797207627504655, 27.143898000957165, 28.97919857346367, 36.963517135511914, 46.907438362987364, 73.08016219933405, 88.92655237807504, 104.67410898392029, 94.48253216022539, 107.72243713688823, 85.49914902165175, 65.40807915963249, 54.87166356901278, 47.88972402936909, 26.863892408353507, 11.934052420293225, 23.46373193546742, 22.964065435165267, 48.61141678954857, 66.46973731966531]",67.77,public/images/learning_set\blue_denim_jeans.png
P17842,Vintage Pink Denim Sweater,"[275.75419175880273, 283.1356748240445, 301.8411698834192, 305.6192543687376, 318.709845638251, 313.56955940064313, 299.40201982185897, 267.1080387357544, 249.43228231184142, 222.16673903479452, 215.7665203393767, 217.00015725997272, 224.11329122278937, 235.88162292076333, 251.8074870822112, 284.4894388539711, 308.0389537411426, 307.5718875673982, 302.6123487871397, 308.70449971390605, 295.35101581648684, 266.33873706670664, 250.84948885461398, 237.48241731890377, 220.8887889903464, 220.530230730965, 225.5065996123525, 224.76479310177632, 255.257287144901, 273.1336573329141]",318.51,public/images/learning_set\floral_summer_dress.png
P68001,Oversized Green Denim Jacket,"[210.21934590274535, 234.72975614423106, 219.84686846330888, 224.59686196787308, 227.76895509660923, 241.09176927773063, 240.57990216555206, 206.18879716960555, 189.08736882761852, 174.78427843772084, 189.7862794831107, 167.46171225459943, 175.97871878531254, 187.2336299157121, 200.0327910680395, 208.01003580218654, 215.50289614413725, 237.5869863308457, 245.97041154462, 227.6626189176846, 224.27971555380444, 211.51973241864914, 214.02134234733495, 187.6513032471068, 189.14112680984985, 174.02268952767471, 178.08533769939837, 167.52583585494125, 212.2556530475225, 224.4152771373313]",227.59,public/images/learning_set\floral_summer_dress.png
P10409,Formal Red Cotton Jeans,"[232.98289117640564, 273.99733457497337, 302.955266952084, 318.75155377216316, 310.2708404703209, 279.30579603835974, 284.8198720771143, 245.3021256093688, 234.2068823834684, 214.97019632466132, 197.57680476204808, 191.0142426692865, 223.86509380149505, 211.66577635482068, 235.74312317364576, 274.2089965561072, 282.7110275357848, 292.7555952320286, 305.76763216616297, 291.1007904585189, 282.7909064222266, 254.86040637129435, 215.36457459006405, 225.03477564999113, 203.35961743446177, 211.34165234693157, 191.96705630123165, 208.2075453058428, 202.32433644595307, 227.86058443603108]",297.08,public/images/learning_set\red_leather_jacket.png
P12583,Slim Fit White Denim Summer Dress,"[159.04203333788718, 183.9246924285082, 187.84695071202222, 200.60772084316577, 197.4083101015188, 188.70817745406328, 177.1167809155637, 149.66559593383622, 146.2986337336099, 120.26853872007668, 102.99553696689094, 128.1206866004763, 123.46010774593617, 135.67009688209333, 143.91941087549483, 164.31176538748932, 173.740670231055, 211.7988121895888, 204.66180393841432, 189.8013747551645, 174.33638646727857, 169.62437611061011, 147.49392698257748, 138.87901499939028, 105.0302511094086, 103.06087380618833, 107.0414395259776, 122.83673461293236, 144.66699586605503, 147.92810255602978]",170.51,public/images/learning_set\red_leather_jacket.png
P79383,Slim Fit Yellow Denim Jeans,"[418.28052123772653, 448.11624203554135, 471.5924249014333, 474.2750925123811, 471.44967546156005, 476.50811716378246, 443.7950904287802, 440.881117297283, 411.70544901162907, 406.41747443139064, 401.3214022214703, 396.6824190856197, 396.4054969397885, 405.9504472853149, 428.095605842745, 433.97979617770636, 438.30657821719603, 468.5681804953304, 460.7623941995027, 480.1498267180185, 466.14139809960807, 438.91337564608307, 424.5892991172874, 386.8878046393609, 393.80075000625624, 392.01093210501017, 383.88387748713774, 404.6797286088683, 393.87308062720706, 422.9957003932957]",429.37,public/images/learning_set\red_leather_jacket.png
P65871,Modern Black Cotton Jeans,"[182.58933322233017, 232.36432286250925, 225.18287295338178, 246.42575954870262, 242.16083018609655, 235.5079421877175, 213.02481351744805, 203.61649482991123, 185.7495071301807, 169.41526618296518, 162.7506885912916, 142.4331496183106, 154.4901645967177, 162.6434791604281, 190.6875913017843, 204.94280719466735, 220.58570594141764, 235.9195769092082, 221.4756331783807, 239.86315710650422, 227.20255066268834, 198.9493593291041, 184.0408902353863, 160.08277926742738, 158.7711947836585, 149.0813847260359, 167.65173094611873, 171.77196121365273, 177.60028235167266, 190.24097780845076]",234.29,public/images/learning_set\floral_summer_dress.png
P40973,Slim Fit Pink Cotton Skirt,"[185.52866386368714, 161.256544945715, 185.29251129860398, 177.05273618102328, 183.43215828375043, 178.44071640085826, 177.49480988651777, 154.1212458341812, 164.444505081637, 145.53760533129946, 158.3968054794433, 158.5113869401654, 136.73786996920435, 162.84426039796563, 180.07923261449622, 178.9020420049665, 176.34562957510948, 200.35192484252354, 176.31059747831677, 193.0017243281111, 176.04803129750226, 166.71709575667015, 151.84521533429526, 176.79632022978956, 145.2229237056773, 157.95826861578735, 152.54986227381173, 167.71866563692947, 142.8154109920142, 155.83233922311848]",150.83,public/images/learning_set\blue_denim_jeans.png
P61549,Modern White Wool Skirt,"[145.44149915391557, 120.55733802079149, 130.8461230235157, 164.37456252928172, 151.3097552218375, 147.26483999990313, 140.02252453981956, 119.66693336156084, 142.98200242196955, 94.29388426679456, 95.69098686875155, 106.65301308336855, 103.6339635053037, 110.15688118710672, 117.11179914216088, 124.31132265403242, 153.67961288510867, 162.11089341583136, 149.53022293548932, 150.81446371756633, 142.8005740585229, 138.60750019440334, 122.6564172299617, 110.33719625717252, 93.91554923068044, 102.07663826197489, 101.4194746964533, 109.56730420958958, 120.20454938167299, 116.17840935240575]",151.53,public/images/learning_set\red_leather_jacket.png
P25526,Formal White Polyester Jacket,"[159.60262236734235, 161.38211914929352, 176.7996633893472, 171.4167733019046, 196.05575457801763, 175.47550613166018, 174.21607587490092, 156.87265406847808, 147.0364598042807, 136.48856520047786, 135.63898204062315, 139.01699874664843, 116.7627816887499, 142.8019107637631, 130.8318217289855, 165.55343677113217, 167.48270310809588, 188.84865222707816, 188.2630260737322, 161.30274694272651, 161.02658544599686, 153.7982558027991, 158.13877917192394, 143.40712655986553, 130.97791319964793, 141.92447825236502, 121.47326413262657, 123.98322933231584, 155.69627207079972, 166.05368286141072]",170.44,public/images/learning_set\blue_denim_jeans.png
P73341,Casual White Polyester T-Shirt,"[69.12854308879363, 77.78737623432461, 80.67269540046813, 83.31130490051811, 83.8045861772373, 96.69968967393694, 86.30577510815192, 65.92111821082247, 59.13274561387852, 47.34626553668072, 46.698516779369015, 30.55256229896633, 49.56554240218975, 53.73080662605361, 51.53467835403876, 81.55455101949411, 80.68834368418445, 80.79330966587888, 85.91696608764074, 107.96998513917089, 78.15413158996829, 76.10466139719581, 56.35681728251491, 51.14044964194323, 33.16732129599386, 44.77851282303628, 46.33212354880709, 48.332875738554144, 40.40204780071793, 63.4569933046106]",58.72,public/images/learning_set\floral_summer_dress.png
P82134,Formal Yellow Polyester Skirt,"[267.3302453070095, 311.33202836017455, 342.3383647595895, 305.9837558450435, 337.7665410793317, 318.3850733814095, 306.7646333766922, 299.189968565654, 276.70413482880605, 246.98527934886985, 233.8311774285836, 239.38591425902564, 245.58031922337088, 261.35226916210894, 269.1670414331673, 305.5764957577749, 313.7732183537399, 320.1536468955717, 336.7790754064545, 333.54224465970054, 307.9218419641942, 301.8381908952343, 287.60913850635507, 264.6563596508925, 231.57335209532022, 249.1248782052412, 264.22820723105315, 242.88776437601302, 243.37709208102635, 275.3077773640455]",341.62,public/images/learning_set\floral_summer_dress.png
P78487,Slim Fit Blue Wool Shorts,"[113.6513162088618, 118.11684623585752, 124.8028466989564, 136.88000108685898, 140.45907284907614, 125.57163466355499, 137.81588779629865, 88.03484345419363, 95.35198458133947, 76.64494615958942, 79.69521787207643, 68.22008893739397, 60.373495474715234, 79.09291929722396, 71.88562201611504, 90.10350934146517, 128.4411268765802, 140.31688994705024, 150.18955993425092, 136.37087317855773, 120.8274391666946, 129.00413613071538, 88.78669547947219, 70.1119234657424, 69.68025523903276, 60.670592539919326, 68.3407553674212, 79.65818075427319, 94.08263022373878, 95.14578720475188]",121.53,public/images/learning_set\red_leather_jacket.png
P87749,Slim Fit Yellow Polyester Jacket,"[175.4912486106002, 175.75235767766938, 180.96046688342486, 191.34804458850758, 162.749794765599, 184.62223166678987, 166.4893147511245, 155.8283903075605, 153.9452608732058, 140.1118060563726, 125.24394188741199, 137.84989931356785, 121.90799464631783, 139.36569251387803, 152.46950042651915, 148.70463723125175, 180.48651158195062, 185.6638169826042, 187.24273194945766, 169.49814044487061, 160.06592046078174, 161.16756643051792, 152.03399875118805, 125.86633806034837, 131.68830490256457, 136.91118710385274, 149.41667536606766, 135.95295049516673, 151.0359337550352, 147.29131929678283]",187.49,public/images/learning_set\floral_summer_dress.png
P59844,Oversized Green Linen Shorts,"[337.15077372248675, 352.98605194889325, 365.128707462305, 378.27727164979075, 374.0613954463078, 383.3489242205303, 361.16019574644537, 327.7374238089293, 332.8771326788108, 328.36837147621605, 318.59174050818353, 292.8528461633857, 311.491326945533, 304.88102985732297, 334.8902351031989, 349.8716482087623, 354.9619601178857, 369.38729654833526, 371.9654227758119, 363.9082717046461, 351.053612858028, 358.0193696231417, 337.49302563873755, 311.13915680899237, 289.79060588592523, 291.61719850090674, 303.60896467624684, 321.1352629869643, 328.0424759089547, 346.1036902787936]",372.24,public/images/learning_set\red_leather_jacket.png
P99620,Slim Fit Black Linen T-Shirt,"[426.4039213756288, 432.9022151865792, 472.6410476383793, 477.8477755676964, 468.41065391574904, 467.4074675193746, 458.57472145886805, 454.5072494133918, 428.7167792873082, 404.1141477176345, 396.07032224488574, 399.8278976441446, 387.97966649806744, 393.51303256663675, 432.0939629508124, 437.90930419654717, 454.6999833705408, 474.4075552935684, 461.5212897633379, 466.10349859029606, 463.2689973876634, 444.1497911776574, 427.62012725626295, 406.4225345515244, 392.2752921734146, 384.57691891863925, 400.47458389450975, 414.10253000319864, 421.6111690415148, 426.2215306064936]",475.8,public/images/learning_set\blue_denim_jeans.png
P96488,Oversized Yellow Linen Sweater,"[421.7616817475639, 439.41769838493445, 450.7714141814872, 458.5539033756255, 472.8526662054583, 467.8726504172519, 458.67694043638915, 435.3698312942451, 418.66647598525526, 412.05449639951763, 386.56872486003687, 383.0176427724295, 401.8029198804663, 396.3566389089878, 420.9248830052228, 432.7958801743956, 461.45692624662, 467.8568126142494, 477.92569756397893, 460.78307989277306, 450.6065954567713, 437.2242788559909, 419.8284392593636, 401.30112069586437, 389.22269016872264, 393.7302214023788, 388.362183368699, 413.5567512176232, 403.951012815054, 438.9321413910546]",471.61,public/images/learning_set\red_leather_jacket.png
P31285,Oversized Red Cotton Sweater,"[476.73518786366907, 481.46413423577127, 517.079708400035, 517.8242899178063, 531.4495329570444, 495.43549361709046, 491.2499635910257, 498.42158343913906, 478.15176791232125, 443.8267451458034, 465.4923137314953, 462.6747017270648, 452.283055489747, 455.3298239597542, 459.43961759924036, 488.4239728358133, 511.2148952123048, 498.6046684471049, 503.5672581471792, 513.1010738212453, 507.944690545872, 488.4013251331558, 482.60436281554774, 458.0161179187498, 448.67957790617135, 443.50028930313283, 438.34216612975143, 437.5358927532886, 466.1356320442182, 499.98724715737603]",528.47,public/images/learning_set\red_leather_jacket.png
P94553,Oversized Red Wool Sweater,"[133.2835554343761, 125.49260772436989, 141.86794773468367, 126.61159007704138, 139.30070460149332, 148.8152929440844, 139.14775400574806, 114.55443637538575, 83.44649395892073, 109.98403857051265, 84.62665326181786, 110.04497870555534, 88.41179827093136, 119.04578415245821, 122.14170075809602, 128.69757564549224, 151.9489022658158, 151.82305101446855, 145.16241471896078, 141.14057440018797, 137.7180412673967, 120.14892575376534, 103.8446480775999, 115.79272415040222, 72.73385702294244, 93.79375347768857, 98.69802925867668, 87.52736583957861, 104.30472556852307, 119.93385420607832]",142.4,public/images/learning_set\floral_summer_dress.png
P31599,Vintage Yellow Silk T-Shirt,"[60.08922987422535, 109.88526927204951, 93.20504096682313, 115.6134900041861, 110.08885671658115, 91.23892385368939, 96.96578567341082, 108.37412171814456, 70.42368961901424, 76.10168220631057, 62.65578697880507, 69.96715111887882, 76.68297201890893, 87.33374815024186, 79.58681979543738, 113.9478348196704, 105.1037215468862, 98.60475255532054, 113.91366821687315, 100.52676744738514, 117.81706826034723, 91.88754203753719, 89.52607470194789, 95.88005965330993, 80.59062434089836, 62.3146790593724, 79.14596575769916, 75.82142629650221, 87.83035862905757, 83.44425321470231]",90.15,public/images/learning_set\floral_summer_dress.png
P26496,Modern White Denim Skirt,"[107.12325413594138, 115.03325142610517, 128.5209877380333, 119.03548973568488, 123.32955499163461, 120.25764147646429, 120.45918430651238, 129.18795879174237, 98.23958733197476, 96.45097892430331, 85.43024634131613, 95.04874620329497, 76.55306171494794, 79.74067359893998, 100.56215711268501, 101.43578295608121, 130.03106547521534, 124.600982195334, 133.18170157933915, 148.87609198749897, 125.56387566895954, 126.36922286126669, 107.87379948683417, 91.55142382918103, 90.28349798444073, 89.33760708162596, 77.7575261094277, 105.3064648190639, 121.23515516031547, 99.98391203851057]",119.84,public/images/learning_set\red_leather_jacket.png
P11698,Oversized Pink Silk T-Shirt,"[489.42312426164307, 495.10163493415627, 501.9347142865693, 504.3446163206852, 493.38775559982764, 511.73553059840185, 494.4034593607446, 473.4092970421265, 473.755206723103, 469.80881866765145, 484.14837847879664, 487.73664112542895, 477.6783496955557, 484.93876852395, 472.5489619340175, 491.05523286839053, 498.51788358916497, 501.4904364835963, 517.1679039468056, 484.4362606190172, 498.40847281370907, 493.7847754241239, 488.0941670324362, 478.7882140135645, 484.1069802038359, 453.22168555293376, 480.99396327158394, 469.7355558584556, 481.91988654261814, 484.8605118571698]",536.1,public/images/learning_set\red_leather_jacket.png
